,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses
104,Донецьк-Луганськ ,Донецьк,Луганськ,8485665623626956349,Укртрансбезпека ,21/22,Прямий та зворотній рейси виконуються Пон.Вівт.Сер.Чт.Пт.Суб.,один ,"М3, ІІІ",Починаючи з 2007 року,29.08.2010-28.08.2015,"ТОВ ""Авто-Експрес"", адреса: вул. Шевцової, 26, м.Волноваха, Донецька область, 85700, АЕ 572534",1+1
105,Харків-Каховка,Харків,Каховка,3930197274841286409,Укртрансбезпека ,21/22,щоденно,один ,"М3, ІІІ",Починаючи з 1994 року,28.10.2015-27.10.2020,"ТОВ ""Каховське АТП 16506"", адреса: вул.Мелітопольська, 72, м.Каховка, Херсонська область, 74800, АЕ 420304",2+1
106,Дніпропетровськ-Харків,Дніпропетровськ,Харків,8851860013575201057,Укртрансбезпека ,21/22,щоденно,один ,"М3, ІІІ",Починаючи з 2008 року,11.07.2014-24.02.2019,"ТОВ ""АТП 11231"", адреса: вул. Винокурова, буд.11, м.Дніпропетровськ, 49051, АЕ 421996",1+1
107,Херсон-Миколаїв,Херсон,Миколаїв,3856106203801030552,Укртрансбезпека ,21/22,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2011 року,19.01.2014-18.01.20198,"ТОВ  ""Іксора"" адреса: Бериславське шосе, 11, м.Херсон, 73008, АВ 550452",1+1
108,Дубно-Луцьк,Дубно,Луцьк,848856767841197891,Укртрансбезпека ,21/22,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2011 року,22.11.2012-21.11.2017,"ФОП Яцишин М.М. адреса: пр-т Молоді, 8-А, кв.708, м.Луцьк, 43024, АД 062842",1+1
109,Київ-Коростень,Київ,Коростень,8876115852634260911,Укртрансбезпека ,21/22,щоденно,один ,"М3, ІІІ",Почаниючи з 2008 року,18.11.2011-17.11.2016,"ТОВ ""Автосвіт ЛТД"", адреса:вул.Жовтнева, 50, м.Коростень, Житомирська область, 11500, АД 062473",1+1
110,Ніжин-Полтава,Ніжин,Полтава,0,Укртрансбезпека ,21/22,Прямий та зворотній рейси виконуються Вівт.Чт.Пт.Суб.Нед.,один ,"М3, ІІІ",,,,1+1
111,Сніжне-Дніпропретровськ,Сніжне,Дніпропретровськ,8141947222713414458,Укртрансбезпека ,21/22,щоденно,один ,"М3, ІІІ",Починаючи з 1996 року,28.08.2010-27.08.2015,"ПП ""Авто-Експрес"", адреса: вул.Дзержинського, 44, м.Сніжне, Донецька область, 86500, АВ 523124",2+1
112,Хмельницький-Луцьк,Хмельницький,Луцьк,661442258415574900,Укртрансбезпека ,21/22,щоденно,один ,"М3, ІІІ",Починаючи з 1991 року,29.09.2011-28.09.2016,"ТДВ ""Чемеровецьке АТП 16847"", адреса: Гусятинське шосе, 4, смт.Чемерівці, Чемеровецький район, Хмельницька область, 31600, АГ 592524",1+1
113,Чернівці-Снятин,Чернівці,Снятин,6062980751049362430,Укртрансбезпека ,21/22,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2001 року,21.11.2012-20.11.2017,"ТДВ ""Денисівка"", адреса: вул.М.Тореза, 64-Б, м.Чернівці, 58007, АГ 587966",1+1
114,Київ-Козацьке,Київ,Козацьке,5680516587048011810,Укртрансбезпека ,21/22,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2013 року,21.11.2015-20.11.2020,"ТОВ ""ЛАТК-0777"", адреса: просп. Повітрофлотський, буд. 72, м.Київ, АЕ 573027",1+1
115,Баранівка-Полонее,Баранівка,Полонее,7735625397767379199,Укртрансбезпека ,21/22,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1991 року,01.07.2015-30.06.2016,"ФОП Курило М.Л., адреса: з-й пров. Житомирський, 4, м.Баранівка, Житомирська область, 12700",1+1
116,Чернівці-Рогатин,Чернівці,Рогатин,3788579687228509148,Укртрансбезпека ,23/24,щоденно,один ,"М3, ІІІ",Починаючи з 2006 року,21.04.2011-20.04.2016,"ПрАТ ""Рогатинавто"", адреса: вул.Галицька, буд.108, м.Рогатин, Івано-Франківська область, 77000",1+1
117,Кривий Ріг-Бобринець,Кривий Ріг,Бобринець,5601859907496150076,Укртрансбезпека ,23/24,щоденно,один ,"М2, М3, В, ІІІ",Починаючи з 2012 року,23.09.2015-22.09.2020,"ТОВ ""Аудит-Авто"", адреса: вул.Павлова, 21, м.Дніпропетровськ, АЕ 422908",1+1
118,Запоріжжя-Донецьк,Запоріжжя,Донецьк,3528224251910700568,Укртрансбезпека ,23/24,щоденно,один ,"М3, ІІІ",Починаючи з 2007 року,19.02.2015-18.02.2020,"ФОП Мамедов Д.Г. , адреса: вул. Чайковського, буд. 10 В, м.Селидове, Донецька область, 58400, АЕ 572212",2+1
119,Христинівка - Київ,Христинівка,Київ,381580302010992688,Укртрансбезпека ,23/24,щоденно,один ,"М3, ІІІ",Починаючи з 2011 року,19.08.2015-18.08.2020,"ТОВ ""Круїз-авто"", адреса: вул.Вокзальна,1 Б, м.Умань, Черкаська область, 20300, АГ 593931",1+1
120,Маріуполь-Миколаїв,Маріуполь,Миколаїв,5345732165076252535,Укртрансбезпека ,23/24,щоденно,один ,"М3, ІІІ",Починаючи з 1991 року,19.05.2014-23.04.2019-паритет,"ФОП Зорін Ю.Є., адреса: вул. Бахчіванджи, буд. 21, кв. 15, м.Маріуполь, Донецька область, 87548, АВ 610976",2+1
121,Житомир-Київ,Житомир,Київ,629214640649582338,Укртрансбезпека ,23/24,щоденно,один ,"М2, М3, В, ІІІ",Починаючи з 2007 року,24.06.2014-23.06.2019,"ТОВ ""Мазар"", адреса: вул. Східна, 88/2, м.Житомир, 10029, АВ 524068",1+1
122,Зачепилівка-Дніпропетровськ,Зачепилівка,Дніпропетровськ,1730273972075553678,Укртрансбезпека ,23/24,щоденно,один ,"М2, М3, В, ІІІ",Починаючи з 2006 року,16.03.2011-15.03.2016,"ТДВ ""Дніпропетровське АТП-11228"", адреса: вул. Берегова, 210, м.Дніпропетровськ, 49021",1+1
123,Луцьк-Тернопіль,Луцьк,Тернопіль,848856767841197891,Укртрансбезпека ,23/24,щоденно,один ,"М3, ІІІ",Починаючи з 2013 року,25.11.2015-24.11.2020,"ФОП Яцишин М.М. адреса: пр-т Молоді, 8-А, кв.708, м.Луцьк, 43024, АД 062842",1+1
124,Баранівка-Полонее,Баранівка,Полонее,7735625397767379199,Укртрансбезпека ,23/24,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1991 року,01.07.2015-30.06.2016,"ФОП Курило М.Л., адреса: з-й пров. Житомирський, 4, м.Баранівка, Житомирська область, 12700",1+1
125,Черкаси-Київ,Черкаси,Київ,7482096800932761321,Укртрансбезпека ,25/26,щоденно,один ,"М3, ІІІ",Починаючи з 1996 року,11.04.2015-10.04.2020,"ТОВ ""Автолюкс-Черкаси-Плюс"", адреса: вул.Хоменка, кв. 9, м.Черкаси, 18036, АЕ 266758",1+1
126,Запоріжжя-Одеса,Запоріжжя,Одеса,8031016645206640738,Укртрансбезпека ,25/26,щоденно,один ,"М3, ІІІ",Починаючи з 1991 року,26.03.2015-25.03.2020,"ТОВ ""Турист"", адреса: Гагарінське плато, буд.5, м.Одеса, AД 75984",2+1
127,Монастирище-Київ,Монастирище,Київ,8047777239260318990,Укртрансбезпека ,25/26,щоденно,один ,"М3, ІІІ",Починаючи з 2008 року,01.02.2012-31.01.2017,"ПрАТ ""Монастирищенське АТП 17140"", адреса: вул.Леніна, 173, м.Монастирище, Черкаська область, 19100, АГ 587259",1+1
128,Луцьк-Почаїв,Луцьк,Почаїв,2456034545568368456,Укртрансбезпека ,25/26,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2011 року,25.11.2015-24.11.2020,"ФОП Котельчук С.М., адреса: вул.Васильєва, 9, м.Ківерці, Волинська область, АГ 591929",1+1
129,Вінниця-Київ,Вінниця,Київ,3285399950320939840,Укртрансбезпека ,25/26,щоденно,один ,"М3, ІІІ",Починаючи з 1986 року,15.09.2011-14.09.2016,"ФОП Лещенко Ю.В., адреса: вул. Папаніна, буд.1, кв. 6, м.Вінниця, 21000, АВ 510237",1+1
130,Зачепилівка-Дніпропетровськ,Зачепилівка,Дніпропетровськ,1730273972075553678,Укртрансбезпека ,25/26,щоденно,один ,"М3, ІІІ",Починаючи з 2006 року,16.03.2011-15.03.2016,"ТДВ ""Дніпропетровське АТП-11228"", адреса: вул. Берегова, 210, м.Дніпропетровськ, 49021",1+1
131,Чернівці-Снятин,Чернівці,Снятин,6062980751049362430,Укртрансбезпека ,25/26,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2001 року,21.11.2012-20.11.2017,"ТДВ ""Денисівка"", адреса: вул.М.Тореза, 64-Б, м.Чернівці, 58007, АГ 587966",1+1
132,Запоріжжя-Луганськ,Запоріжжя,Луганськ,0,Укртрансбезпека ,25/26,щоденно,один ,"М3, ІІІ",,,,2+1
133,Баранівка-Полонее,Баранівка,Полонее,7735625397767379199,Укртрансбезпека ,25/26,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1991 року,01.07.2015-30.06.2016,"ФОП Курило М.Л., адреса: з-й пров. Житомирський, 4, м.Баранівка, Житомирська область, 12700",1+1
134,Краматорськ-Ялта,Краматорськ,Ялта,0,Укртрансбезпека ,27/28,В період з 01.06. по 31.10. щоденно,один ,"М3, ІІІ",,,,2+1
135,Київ-Монастирище,Київ,Монастирище,8047777239260318990,Укртрансбезпека ,27/28,щоденно,один ,"М3, ІІІ",Починаючи з 2007 року,01.02.2012-31.01.2017,"ПрАТ ""Монастирищенське АТП 17140"", адреса: вул.Леніна, 173, м.Монастирище, Черкаська область, 19100, АГ 587259",1+1
136,Рівне-Цумань,Рівне,Цумань,0,Укртрансбезпека ,27/28,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",,,,1+1
137,Дніпропетровськ-Вінниця,Дніпропетровськ,Вінниця,1566241834839462389,Укртрансбезпека ,27/28,щоденно,один ,"М3, ІІІ",Починаючи з 2000 року,29.01.2015-28.01.2020,"ТОВ ""Автотранссервіс"", адреса: Лоцманський узвіз, 8, м.Дніпропетровськ, 49005, АГ 588977",2+1
