arrival,bus_age,bus_comfort_level,company_id,coords,count,departure,drives_per_day,id,license_data,marchRoute,number_of_buses,regulative_institution,route_regularity
ПУЛИНИ ч/з Черняхів,"2003, 2007 роки","М2, М3, В, ІІ, ІІІ",1367486888408629504,"[[50.26487, 28.67669], [50.4711587, 28.2607338]]",1,Житомир,,6031,з 27.08.2015р. по 26.08.2020р.,Житомир - ПУЛИНИ ч/з Черняхів,2,Житомирська область,щоденно
ГОРБУЛІВ ч/з Черняхів,"2010, 2014 роки","М2, М3, В, ІІ, ІІІ",1367486888408629504,"[[50.26487, 28.67669], [50.5404347, 28.9279661]]",1,Житомир,,6032,з 28.10.2015р. по 27.10.2020р.,Житомир - ГОРБУЛІВ ч/з Черняхів,2,Житомирська область,щоденно
БАРАНІВКА ч/з Залужне,"2006, 2007 роки","М2, М3, В, ІІ, ІІІ",1367486888408629504,"[[50.26487, 28.67669], [50.2924464, 27.6688212]]",1,Житомир,,6033,з 29.11.2016р. по 28.11.2021р.,Житомир - БАРАНІВКА ч/з Залужне,2,Житомирська область,щоденно
"САНАТОРІЙ ""ДЕНИШІ""","2007,   2008, 2012 роки","М2, М3, А, В,І,ІІ, ІІІ",1367486888408629504,"[[50.26487, 28.67669], [50.2007819, 28.3860104]]",1,Житомир,,6036,з 01.08.2017р. по 31.07.2022р.,"Житомир - САНАТОРІЙ ""ДЕНИШІ""",3,Житомирська область,щоденно
Житомир,"2007, 2011, 2013 роки","М2, М3, В, ІІ, ІІІ",844914216581710080,"[[50.8052795, 27.6025096], [50.26487, 28.67669]]",1,В. ЦВІЛЯ,,6037,з 09.11.2014р. по 08.11.2019р.,В. ЦВІЛЯ - Житомир,2,Житомирська область,щоденно
МОРОЗІВКА,"1993, 1995, 1996,  2007, 2008, 2012 роки","М2, М3, В, ІІ, ІІІ",8641971235862252544,"[[50.26487, 28.67669], [50.2345, 29.53378]]",1,Житомир,,6039,з 29.10.2015р. по 28.10.2020р.,Житомир - МОРОЗІВКА,2,Житомирська область,щоденно
ГОРОДИЩЕ ч/з Вертокиївку,"2007,  2011 роки","М2, М3, А, В,І,ІІ, ІІІ",7117029561446173696,"[[50.26487, 28.67669], [50.148822, 28.709228]]",1,Житомир,,6045,з 28.10.2015р. по 27.10.2020р.,Житомир - ГОРОДИЩЕ ч/з Вертокиївку,2,Житомирська область,щоденно
Житомир,"  2007,   2011 роки","М2, М3, А, В,І,ІІ, ІІІ",7117029561446173696,"[[50.10099, 28.93269], [50.26487, 28.67669]]",1,КОТЕЛЬНЯ,,6049,з 16.03.2016р. по 15.03.2021р.,КОТЕЛЬНЯ - Житомир,2,Житомирська область,щоденно
ЛЕВКІВ,"  2007,   208 роки","М2, М3, А, В,І,ІІ, ІІІ",7117029561446173696,"[[50.26487, 28.67669], [50.2385125, 28.8369818]]",1,Житомир,,6050,з 14.03.2016р. по 13.03.2021р.,Житомир - ЛЕВКІВ,3,Житомирська область,щоденно
КОТЕЛЬНЯ," 2004,  2007,   2008 роки","М2, М3, А, В,І,ІІ, ІІІ",7117029561446173696,"[[50.26487, 28.67669], [50.10099, 28.93269]]",1,Житомир,,6051,з 18.05.2016р. по 17.05.2021р.,Житомир - КОТЕЛЬНЯ,2,Житомирська область,щоденно
ОЗЕРНЕ,"  1994, 2006,   2007, 2008 роки","М2, М3, А, В,І,ІІ, ІІІ",7117029561446173696,"[[50.26487, 28.67669], [50.1801755, 28.7362455]]",2,Житомир,,6057,з 02.09.2014р. по 01.09.2019р.,Житомир - ОЗЕРНЕ,5,Житомирська область,щоденно
ПРЯЖІВ,"  2005,   2006, 2007 роки","М2, М3, А, В,І,ІІ, ІІІ",7117029561446173696,"[[50.26487, 28.67669], [50.1874311, 28.6780947]]",1,Житомир,,6058,з 02.09.2014р. по 01.09.2019р.,Житомир - ПРЯЖІВ,2,Житомирська область,щоденно
РІЖКИ,"  2005,   2007, 2013 роки","М2, М3, А, В,І,ІІ, ІІІ",7117029561446173696,"[[50.26487, 28.67669], [50.069868, 28.622182]]",1,Житомир,,6059,з 02.09.2014р. по 01.09.2019р.,Житомир - РІЖКИ,2,Житомирська область,щоденно
ГОЛОВЕНКА,"2007, 2008 роки","М2, М3, А, В,І,ІІ, ІІІ",7117029561446173696,"[[50.26487, 28.67669], [50.15626, 28.54818]]",1,Житомир,,6062,з 25.10.2014р. по 24.10.2019р.,Житомир - ГОЛОВЕНКА,2,Житомирська область,щоденно
НОВОІВНИЦЬКЕ,"1994,    2007, 2008 роки","М2, М3, А, В,І,ІІ, ІІІ",7117029561446173696,"[[50.26487, 28.67669], [50.150151, 29.0804258]]",1,Житомир,,6063,з 28.10.2015р. по 27.10.2020р.,Житомир - НОВОІВНИЦЬКЕ,2,Житомирська область,щоденно
ВОЛИЦЯ,"2007, 2008 роки","М2, М3, А, В,І,ІІ, ІІІ",7117029561446173696,"[[50.26487, 28.67669], [50.16423, 28.630258]]",1,Житомир,,6065,з 13.12.2015р. по 12.12.2020р.,Житомир - ВОЛИЦЯ,4,Житомирська область,щоденно
ГЛИБОЧОК,"2006, 2008 роки","М2, М3, А, В,І,ІІ, ІІІ",8320320074110078976,"[[50.26487, 28.67669], [50.21401, 27.63374]]",1,Житомир,,6074,з 27.03.2015р. по 26.03.2018р.,Житомир - ГЛИБОЧОК,2,Житомирська область,щоденно
МОХНАЧКА ч/з Попільню,"2008, 2013 роки","М2, М3, В, ІІ, ІІІ",8381142716040136704,"[[50.26487, 28.67669], [49.9451487, 29.4560736]]",1,Житомир,,6077,з 10.09.2013р. по 09.09.2018р.,Житомир - МОХНАЧКА ч/з Попільню,2,Житомирська область,щоденно
ОЛЕВСЬК ч/з Коростень,"1996, 2007 роки","М3, ІІІ",5488939676880584704,"[[50.26487, 28.67669], [51.220756, 27.6442211]]",1,Житомир,,6078,з 29.10.2015р. по 28.10.2020р.,Житомир - ОЛЕВСЬК ч/з Коростень,2,Житомирська область,щоденно
ІВАНОВИЧІ ч/з Черняхів,"2005, 2006 роки","М2, М3, В, ІІ, ІІІ",5488939676880584704,"[[50.26487, 28.67669], [50.454046, 28.6735505]]",1,Житомир,,6079,з 27.06.2016р. по 26.06.2021р.,Житомир - ІВАНОВИЧІ ч/з Черняхів,2,Житомирська область,щоденно
СЛАВІВ із заїздом у с. Калинівку,"2006, 2011 роки","М2, М3, А, В,І,ІІ, ІІІ",5488939676880584704,"[[50.26487, 28.67669], [50.4919426, 28.5372481]]",1,Житомир,,6081,з 27.06.2016р. по 26.06.2021р.,Житомир - СЛАВІВ із заїздом у с. Калинівку,2,Житомирська область,щоденно  
Житомир,"2001, 2003, 2004, 2005, 2011 роки","М2, М3, В, ІІ, ІІІ",2276411707126387968,"[[50.03508, 28.17738], [50.26487, 28.67669]]",1,КОРОЧЕНКИ,,6087,з 20.06.2015р. по 19.06.2020р.,КОРОЧЕНКИ - Житомир,2,Житомирська область,щоденно
Житомир,"2001, 2003, 2004, 2005, 2011 роки","М2, М3, В, ІІ, ІІІ",2276411707126387968,"[[50.08388, 28.02031], [50.26487, 28.67669]]",1,СТОВПІВ,,6088,з 20.06.2015р. по 19.06.2020р.,СТОВПІВ - Житомир,3,Житомирська область,щоденно
АВРАТИН ч/з Чуднів,"2001, 2003, 2004, 2005, 2011 роки","М2, М3, В, ІІ, ІІІ",2276411707126387968,"[[50.26487, 28.67669], [49.879412, 27.821834]]",1,Житомир,,6090,з 16.05.2016р. по 15.05.2021р.,Житомир - АВРАТИН ч/з Чуднів,2,Житомирська область,щоденно
ВОЛИЦЯ ч/з Любар,"1997, 2010 роки","М2, М3, В, ІІ, ІІІ",2121005942456045568,"[[50.26487, 28.67669], [49.9194173, 27.7666835]]",1,Житомир,,6092,з 17.01.2016р. по 16.01.2021р.,Житомир - ВОЛИЦЯ ч/з Любар,2,Житомирська область,щоденно
СТАНИШІВКА,"2006, 2007, 2008, 2011, 2012 роки","М2, М3, А, В,І,ІІ, ІІІ",4484466452460547584,"[[50.27985, 28.77789], [50.21982, 28.72897]]",1,ГЛИБОЧИЦЯ,,6096,з 08.12.2013р. по 07.12.2018р.,ГЛИБОЧИЦЯ - СТАНИШІВКА,6,Житомирська область,щоденно
ГЛИБОЧИЦЯ,"2006, 2007, 2011, 2012 роки","М2, М3, А, В,І,ІІ, ІІІ",2850304684335063040,"[[50.21982, 28.72897], [50.27985, 28.77789]]",1,СТАНИШІВКА,,6097,з 08.12.2013р. по 07.12.2018р.,СТАНИШІВКА - ГЛИБОЧИЦЯ,4,Житомирська область,щоденно
СТАНИШІВКА,"2006, 2007, 2008, 2011 роки","М2, М3, А, В,І,ІІ, ІІІ",2850304684335063040,"[[50.28775839999999, 28.8470059], [50.21982, 28.72897]]",1,Н.БЕРЕЗИНА,,6098,з 08.12.2013р. по 07.12.2018р.,Н.БЕРЕЗИНА - СТАНИШІВКА,4,Житомирська область,щоденно
ЛУКА,"2000, 2008  роки","М2, М3, А, В,І,ІІ, ІІІ",3371198143965706240,"[[50.26487, 28.67669], [50.174495, 28.81735]]",1,Житомир,,6103,з 17.10.2013р. по 16.10.2018р.,Житомир - ЛУКА,2,Житомирська область,щоденно
СТАРИЙ МАЙДАН,"1993, 2008 роки","М2, М3, В, ІІ, ІІІ",5672149855948908544,"[[50.26487, 28.67669], [50.4016623, 28.0341799]]",1,Житомир,,6104,з 29.11.2016р. по 28.11.2021р.,Житомир - СТАРИЙ МАЙДАН,2,Житомирська область,щоденно
ЗАРІЧАНИ,"2010, 2011, 2014 роки","М2, М3, А, В,І,ІІ, ІІІ",9026960343589383168,"[[50.26487, 28.67669], [50.2321284, 28.6473701]]",1,Житомир,,6106,з 23.05.2014р. по 12.12.2018р.,Житомир - ЗАРІЧАНИ,12,Житомирська область,щоденно
КАМ'ЯНКА                                             із заїздом у Вишпіль,"2002, 2006, 2007, 2013  роки","М2, М3, А, В,І,ІІ, ІІІ",4350813435096075776,"[[50.26487, 28.67669], [50.335829, 28.590492]]",1,Житомир,,6108,з 14.03.2016р. по 13.03.2021р.,Житомир - КАМ'ЯНКА                                             із заїздом у Вишпіль,2,Житомирська область,щоденно
БОБРОВСЬКИЙ МАСИВ,"1994, 2002, 2003, 2013  роки","М2, М3, А, В,І,ІІ, ІІІ",4350813435096075776,"[[50.26487, 28.67669], [50.2308082, 28.3321805]]",1,Житомир,,6109,з 08.12.2015р. по 07.12.2020р.,Житомир - БОБРОВСЬКИЙ МАСИВ,2,Житомирська область,щоденно
ВАСИЛІВКА                                               із заїздом у с. Болярка,"2006, 2008, 2013 роки","М2, М3, А, В,І,ІІ, ІІІ",2916183018999529984,"[[50.26487, 28.67669], [50.308202, 28.366806]]",1,Житомир,,6111,з 29.11.2016р. по 28.11.2021р.,Житомир - ВАСИЛІВКА                                               із заїздом у с. Болярка,4,Житомирська область,щоденно
ЗАМОЖНЕ ч/з Рудківку,"1991, 2006, 2008  роки","М2, М3, А, В,І,ІІ, ІІІ",2916183018999529984,"[[50.26487, 28.67669], [50.254207, 28.2966684]]",1,Житомир,,6112,з 29.11.2016р. по 28.11.2021р.,Житомир - ЗАМОЖНЕ ч/з Рудківку,2,Житомирська область,щоденно
ЖОВТИЙ БРІД,"2003, 2006 роки","М2, М3, В, ІІ, ІІІ",8110073670492057600,"[[50.26487, 28.67669], [50.2829826, 28.1025777]]",1,Житомир,,6113,з 29.11.2016р. по 28.11.2021р.,Житомир - ЖОВТИЙ БРІД,2,Житомирська область,щоденно
ЧАЙКІВКА ч/з Радомишль,"2008, 2012 роки","М2, М3, В, ІІ, ІІІ",9213051047739719680,"[[50.26487, 28.67669], [50.5424106, 29.0453738]]",1,Житомир,,6117,з 25.10.2014р. по 24.10.2019р.,Житомир - ЧАЙКІВКА ч/з Радомишль,2,Житомирська область,щоденно
ЩЕРБИНИ,"2002, 2007, 2008 роки","М2, М3, В, ІІ, ІІІ",7809817181688553472,"[[50.26487, 28.67669], [50.380899, 28.4477006]]",1,Житомир,,6118,з 23.12.2012р. по 22.12.2017р.,Житомир - ЩЕРБИНИ,3,Житомирська область,щоденно
РАДОМИШЛЬ ч/з КОЧЕРІВ,"2006, 2007 роки","М2, М3, В, ІІ, ІІІ",7809817181688553472,"[[50.26487, 28.67669], [50.3564148, 29.3527397]]",1,Житомир,,6119,з 18.07.2017р. по 17.07.2022р.,Житомир - РАДОМИШЛЬ ч/з КОЧЕРІВ,2,Житомирська область,щоденно
СЛОБІДКА,"1991, 1992, 1994, 2005, 2006 роки","М2, М3, В, ІІ, ІІІ",7677829850848664576,"[[50.26487, 28.67669], [50.449784, 28.892392]]",1,Житомир,,6122,з 23.12.2012р. по 22.12.2017р.,Житомир - СЛОБІДКА,2,Житомирська область,щоденно
НОВІ САЛИ,"1991, 1992, 1994, 2005, 2006, 2007 роки","М2, М3, В, ІІ, ІІІ",7677829850848664576,"[[50.26487, 28.67669], [50.6664801, 28.7698656]]",1,Житомир,,6123,з 23.12.2012р. по 22.12.2017р.,Житомир - НОВІ САЛИ,2,Житомирська область,щоденно
МАЛИНІВКА,2005    2010   2011       ,"М2, М3, А, В,І,ІІ, ІІІ",8047687678055305216,"[[50.26487, 28.67669], [50.53786, 28.75459]]",1,Житомир,,6129,з 14 грудня 2015 року по 13 грудня 2020 року,Житомир - МАЛИНІВКА,2,Житомирська область,щоденно
СЛОБІДКА, 2003   2005    2006  2007,"М2, М3, В, ІІ, ІІІ",8047687678055305216,"[[50.26487, 28.67669], [50.449784, 28.892392]]",1,Житомир,,6130,з 23.12.2012 р. по 22.12.2017,Житомир - СЛОБІДКА,2,Житомирська область,щоденно
ЩЕНІЇВ ч/з Черняхів, 2003   2005    2006  2007,"М2, М3, В, ІІ, ІІІ",8047687678055305216,"[[50.26487, 28.67669], [50.4042262, 28.8895502]]",1,Житомир,,6131,з 14.12.2015 р. по 13.12.2020 ,Житомир - ЩЕНІЇВ ч/з Черняхів,2,Житомирська область,щоденно
Житомир,1987      1999      2002     2004           2006,"М2, М3, В, ІІ, ІІІ",8606410571278793728,"[[49.91941730000001, 27.7666835], [50.26487, 28.67669]]",1,ЛЮБАР,,6132,з 07.04.2013 р. по 06.04.2018,ЛЮБАР - Житомир,2,Житомирська область,щоденно
РУДОКОПИ,1987      2005           2007,"М2, М3, В, ІІ, ІІІ",2901113982065109504,"[[50.26487, 28.67669], [50.5076679, 28.0362058]]",1,Житомир,,6136,з 09.11.2014 р. по 08.11.2019,Житомир - РУДОКОПИ,2,Житомирська область,щоденно
ст. РУДНЯ,1987      2004           2005,"М2, М3, В, ІІ, ІІІ",2901113982065109504,"[[50.26487, 28.67669], [50.544982, 28.041784]]",1,Житомир,,6137,з 23.12.2015 р. по 22.12.2020,Житомир - ст. РУДНЯ,2,Житомирська область,щоденно
РАД БУДА,1987      2004           2005,"М2, М3, В, ІІ, ІІІ",2901113982065109504,"[[50.26487, 28.67669], [51.170708, 28.593609]]",1,Житомир,,6138,з 23.12.2015 р. по 22.12.2020,Житомир - РАД БУДА,2,Житомирська область,щоденно
СИМОНИ                                                            із заїздом в Андрійовичі,1987       1988        1991        2006           2007,"М2, М3, В, ІІ, ІІІ",3158640239870335488,"[[50.26487, 28.67669], [50.709894, 27.928597]]",1,Житомир,,6139,з 22.12.2015 р. по 22.12.2020 ,Житомир - СИМОНИ                                                            із заїздом в Андрійовичі,2,Житомирська область,щоденно
КИЯНКА, 1987     1991     2007           2008,"М2, М3, В, ІІ, ІІІ",3158640239870335488,"[[50.26487, 28.67669], [50.6746679, 28.0853954]]",1,Житомир,,6141,з 29.10.2015 р. по 28.10.2020,Житомир - КИЯНКА,2,Житомирська область,щоденно
ГОРОДИЩЕ ч/з Гадзинку,2005    2007       ,"М2, М3, А, В,І,ІІ, ІІІ",8916581577668127744,"[[50.26487, 28.67669], [50.3431978, 28.8187145]]",1,Житомир,,6142,з 21 травня 2015 року по 20 травня 2020 року,Житомир - ГОРОДИЩЕ ч/з Гадзинку,2,Житомирська область,щоденно
